,Region,Year,Indicator,continent,UNregion,name_official,Normalized
636,PSE,2007,EJ Index,Asia,Western Asia,State of Palestine,0.6176783161858043
637,PSE,2012,EJ Index,Asia,Western Asia,State of Palestine,0.621042504065511
638,PSE,2017,EJ Index,Asia,Western Asia,State of Palestine,0.625209631864876
639,PSE,2022,EJ Index,Asia,Western Asia,State of Palestine,0.6156974544437215
640,PYF,2007,EJ Index,Oceania,Polynesia,French Polynesia,0.6139195539400801
641,PYF,2012,EJ Index,Oceania,Polynesia,French Polynesia,0.6121351169939604
642,PYF,2017,EJ Index,Oceania,Polynesia,French Polynesia,0.6104357329502393
643,PYF,2022,EJ Index,Oceania,Polynesia,French Polynesia,0.6195740924429186
644,QAT,2007,EJ Index,Asia,Western Asia,State of Qatar,0.528600410316699
645,QAT,2012,EJ Index,Asia,Western Asia,State of Qatar,0.5216198808710489
646,QAT,2017,EJ Index,Asia,Western Asia,State of Qatar,0.5433150177195207
647,QAT,2022,EJ Index,Asia,Western Asia,State of Qatar,0.5107521728743877
648,ROU,2007,EJ Index,Europe,Eastern Europe,Romania,0.7774583788459805
649,ROU,2012,EJ Index,Europe,Eastern Europe,Romania,0.7885819107908233
650,ROU,2017,EJ Index,Europe,Eastern Europe,Romania,0.7932027036849065
651,ROU,2022,EJ Index,Europe,Eastern Europe,Romania,0.792916315128773
652,RUS,2007,EJ Index,Europe,Eastern Europe,Russian Federation,0.7889108121547261
653,RUS,2012,EJ Index,Europe,Eastern Europe,Russian Federation,0.7873485942910121
654,RUS,2017,EJ Index,Europe,Eastern Europe,Russian Federation,0.7895497063605725
655,RUS,2022,EJ Index,Europe,Eastern Europe,Russian Federation,0.7763155194481672
656,RWA,2007,EJ Index,Africa,Eastern Africa,Republic of Rwanda,0.663710405066918
657,RWA,2012,EJ Index,Africa,Eastern Africa,Republic of Rwanda,0.6640260479526384
658,RWA,2017,EJ Index,Africa,Eastern Africa,Republic of Rwanda,0.6648155268047444
659,RWA,2022,EJ Index,Africa,Eastern Africa,Republic of Rwanda,0.675504003132292
660,SAU,2007,EJ Index,Asia,Western Asia,Kingdom of Saudi Arabia,0.5975537836764268
661,SAU,2012,EJ Index,Asia,Western Asia,Kingdom of Saudi Arabia,0.5930599417759459
662,SAU,2017,EJ Index,Asia,Western Asia,Kingdom of Saudi Arabia,0.5995612912619924
663,SAU,2022,EJ Index,Asia,Western Asia,Kingdom of Saudi Arabia,0.5827537456034229
664,SDN,2007,EJ Index,Africa,Northern Africa,Republic of the Sudan,0.5602299830597318
665,SDN,2012,EJ Index,Africa,Northern Africa,Republic of the Sudan,0.5647396125322225
666,SDN,2017,EJ Index,Africa,Northern Africa,Republic of the Sudan,0.5477139150897972
667,SDN,2022,EJ Index,Africa,Northern Africa,Republic of the Sudan,0.5442213693470451
668,SEN,2007,EJ Index,Africa,Western Africa,Republic of Senegal,0.629222024512458
669,SEN,2012,EJ Index,Africa,Western Africa,Republic of Senegal,0.6405824295384183
670,SEN,2017,EJ Index,Africa,Western Africa,Republic of Senegal,0.6557734427033913
671,SEN,2022,EJ Index,Africa,Western Africa,Republic of Senegal,0.6611104083143281
672,SGP,2007,EJ Index,Asia,South-eastern Asia,Republic of Singapore,0.7146300606911898
673,SGP,2012,EJ Index,Asia,South-eastern Asia,Republic of Singapore,0.7093909888300619
674,SGP,2017,EJ Index,Asia,South-eastern Asia,Republic of Singapore,0.7079340550944726
675,SGP,2022,EJ Index,Asia,South-eastern Asia,Republic of Singapore,0.7023510490346465
676,SLB,2007,EJ Index,Oceania,Melanesia,Solomon Islands,0.48453714956263494
677,SLB,2012,EJ Index,Oceania,Melanesia,Solomon Islands,0.4835832486572298
678,SLB,2017,EJ Index,Oceania,Melanesia,Solomon Islands,0.5561463468407513
679,SLB,2022,EJ Index,Oceania,Melanesia,Solomon Islands,0.5620216532040847
680,SLE,2007,EJ Index,Africa,Western Africa,Republic of Sierra Leone,0.4900486102795685
681,SLE,2012,EJ Index,Africa,Western Africa,Republic of Sierra Leone,0.49262204234254037
682,SLE,2017,EJ Index,Africa,Western Africa,Republic of Sierra Leone,0.4969063189553651
683,SLE,2022,EJ Index,Africa,Western Africa,Republic of Sierra Leone,0.5155348588697938
684,SLV,2007,EJ Index,America,Central America,Republic of El Salvador,0.614977901894695
685,SLV,2012,EJ Index,America,Central America,Republic of El Salvador,0.6157995134392554
686,SLV,2017,EJ Index,America,Central America,Republic of El Salvador,0.6076218391704882
687,SLV,2022,EJ Index,America,Central America,Republic of El Salvador,0.6182182965627774
688,SMR,2007,EJ Index,Europe,Southern Europe,Republic of San Marino,0.6818027885429481
689,SMR,2012,EJ Index,Europe,Southern Europe,Republic of San Marino,0.6870456064660031
690,SMR,2017,EJ Index,Europe,Southern Europe,Republic of San Marino,0.677751926779697
691,SMR,2022,EJ Index,Europe,Southern Europe,Republic of San Marino,0.6842677577382276
692,SOM,2007,EJ Index,Africa,Eastern Africa,Federal Republic of Somalia,0.5077495112778108
693,SOM,2012,EJ Index,Africa,Eastern Africa,Federal Republic of Somalia,0.5087213780309583
694,SOM,2017,EJ Index,Africa,Eastern Africa,Federal Republic of Somalia,0.5097476899629914
695,SOM,2022,EJ Index,Africa,Eastern Africa,Federal Republic of Somalia,0.5210777554308369
696,SRB,2007,EJ Index,Europe,Southern Europe,Republic of Serbia,0.7582803274953525
697,SRB,2012,EJ Index,Europe,Southern Europe,Republic of Serbia,0.7530937151552574
698,SRB,2017,EJ Index,Europe,Southern Europe,Republic of Serbia,0.7470817801455255
699,SRB,2022,EJ Index,Europe,Southern Europe,Republic of Serbia,0.7372625933301356
700,SSD,2007,EJ Index,Africa,Eastern Africa,Republic of South Sudan,0.5784587045549003
701,SSD,2012,EJ Index,Africa,Eastern Africa,Republic of South Sudan,0.5819332256561847
702,SSD,2017,EJ Index,Africa,Eastern Africa,Republic of South Sudan,0.5846330027119544
703,SSD,2022,EJ Index,Africa,Eastern Africa,Republic of South Sudan,0.5838449678073856
704,STP,2007,EJ Index,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.5713832348384286
705,STP,2012,EJ Index,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.6120208855210149
706,STP,2017,EJ Index,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.6119904120306133
707,STP,2022,EJ Index,Africa,Middle Africa,Democratic Republic of São Tomé and Príncipe,0.596605259642329
708,SUR,2007,EJ Index,America,South America,Republic of Suriname,0.6624536085448425
709,SUR,2012,EJ Index,America,South America,Republic of Suriname,0.6591381969778423
710,SUR,2017,EJ Index,America,South America,Republic of Suriname,0.6457257355087707
711,SUR,2022,EJ Index,America,South America,Republic of Suriname,0.6374770438685297
712,SVK,2007,EJ Index,Europe,Eastern Europe,Slovak Republic,0.8257143041950556
713,SVK,2012,EJ Index,Europe,Eastern Europe,Slovak Republic,0.8373993634983551
714,SVK,2017,EJ Index,Europe,Eastern Europe,Slovak Republic,0.8385653129997516
715,SVK,2022,EJ Index,Europe,Eastern Europe,Slovak Republic,0.8345671236512174
716,SVN,2007,EJ Index,Europe,Southern Europe,Republic of Slovenia,0.8626977129987539
717,SVN,2012,EJ Index,Europe,Southern Europe,Republic of Slovenia,0.8697784474365068
718,SVN,2017,EJ Index,Europe,Southern Europe,Republic of Slovenia,0.8713955294522918
719,SVN,2022,EJ Index,Europe,Southern Europe,Republic of Slovenia,0.8716965667384606
720,SWE,2007,EJ Index,Europe,Northern Europe,Kingdom of Sweden,0.8558303921171136
721,SWE,2012,EJ Index,Europe,Northern Europe,Kingdom of Sweden,0.8511067770888079
722,SWE,2017,EJ Index,Europe,Northern Europe,Kingdom of Sweden,0.8587437510602933
723,SWE,2022,EJ Index,Europe,Northern Europe,Kingdom of Sweden,0.8653056347449345
724,SWZ,2007,EJ Index,Africa,Southern Africa,Kingdom of Eswatini,0.5227312404305945
725,SWZ,2012,EJ Index,Africa,Southern Africa,Kingdom of Eswatini,0.5247502963264352
726,SWZ,2017,EJ Index,Africa,Southern Africa,Kingdom of Eswatini,0.5257740703927298
727,SWZ,2022,EJ Index,Africa,Southern Africa,Kingdom of Eswatini,0.5723217155916953
728,SXM,2007,EJ Index,America,Caribbean,Sint Maarten (Dutch part),0.683653883473392
729,SXM,2012,EJ Index,America,Caribbean,Sint Maarten (Dutch part),0.6841153169644637
730,SXM,2017,EJ Index,America,Caribbean,Sint Maarten (Dutch part),0.6691154219944007
731,SXM,2022,EJ Index,America,Caribbean,Sint Maarten (Dutch part),0.6676077895975799
732,SYC,2007,EJ Index,Africa,Eastern Africa,Republic of Seychelles,0.6785407368438677
733,SYC,2012,EJ Index,Africa,Eastern Africa,Republic of Seychelles,0.6793820488180028
734,SYC,2017,EJ Index,Africa,Eastern Africa,Republic of Seychelles,0.6678130716260967
735,SYC,2022,EJ Index,Africa,Eastern Africa,Republic of Seychelles,0.6712105417693673
736,SYR,2007,EJ Index,Asia,Western Asia,Syrian Arab Republic,0.5868787594766702
737,SYR,2012,EJ Index,Asia,Western Asia,Syrian Arab Republic,0.5900953259317562
738,SYR,2017,EJ Index,Asia,Western Asia,Syrian Arab Republic,0.5919226014526495
739,SYR,2022,EJ Index,Asia,Western Asia,Syrian Arab Republic,0.5717873699024272
740,TCA,2007,EJ Index,America,Caribbean,Turks and Caicos Islands,0.696225941180665
741,TCA,2012,EJ Index,America,Caribbean,Turks and Caicos Islands,0.7014761600591517
742,TCA,2017,EJ Index,America,Caribbean,Turks and Caicos Islands,0.684466043880313
743,TCA,2022,EJ Index,America,Caribbean,Turks and Caicos Islands,0.681911487421141
744,TCD,2007,EJ Index,Africa,Middle Africa,Republic of Chad,0.5067615726825988
745,TCD,2012,EJ Index,Africa,Middle Africa,Republic of Chad,0.5050171349198184
746,TCD,2017,EJ Index,Africa,Middle Africa,Republic of Chad,0.49906222788743004
747,TCD,2022,EJ Index,Africa,Middle Africa,Republic of Chad,0.5121945560049278
748,TGO,2007,EJ Index,Africa,Western Africa,Togolese Republic,0.5347856885367401
749,TGO,2012,EJ Index,Africa,Western Africa,Togolese Republic,0.5347279481500307
750,TGO,2017,EJ Index,Africa,Western Africa,Togolese Republic,0.5403479601607118
751,TGO,2022,EJ Index,Africa,Western Africa,Togolese Republic,0.5592402428295452
752,THA,2007,EJ Index,Asia,South-eastern Asia,Kingdom of Thailand,0.6825405520897772
753,THA,2012,EJ Index,Asia,South-eastern Asia,Kingdom of Thailand,0.6746519507853144
754,THA,2017,EJ Index,Asia,South-eastern Asia,Kingdom of Thailand,0.6821011091793436
755,THA,2022,EJ Index,Asia,South-eastern Asia,Kingdom of Thailand,0.6690789374307204
756,TJK,2007,EJ Index,Asia,Central Asia,Republic of Tajikistan,0.6509089237509429
757,TJK,2012,EJ Index,Asia,Central Asia,Republic of Tajikistan,0.6631380216762318
758,TJK,2017,EJ Index,Asia,Central Asia,Republic of Tajikistan,0.6523531973477193
759,TJK,2022,EJ Index,Asia,Central Asia,Republic of Tajikistan,0.6893126011725506
760,TKM,2007,EJ Index,Asia,Central Asia,Turkmenistan,0.6968816028301077
761,TKM,2012,EJ Index,Asia,Central Asia,Turkmenistan,0.7075528478426919
762,TKM,2017,EJ Index,Asia,Central Asia,Turkmenistan,0.724862338669803
763,TKM,2022,EJ Index,Asia,Central Asia,Turkmenistan,0.7228618355180777
764,TLS,2007,EJ Index,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.5989373032601092
765,TLS,2012,EJ Index,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.6003146009212718
766,TLS,2017,EJ Index,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.5994269130498496
767,TLS,2022,EJ Index,Asia,South-eastern Asia,Democratic Republic of Timor-Leste,0.5964515851391748
768,TON,2007,EJ Index,Oceania,Polynesia,Kingdom of Tonga,0.6779036634839803
769,TON,2012,EJ Index,Oceania,Polynesia,Kingdom of Tonga,0.6764010274665322
770,TON,2017,EJ Index,Oceania,Polynesia,Kingdom of Tonga,0.6747420272151159
771,TON,2022,EJ Index,Oceania,Polynesia,Kingdom of Tonga,0.68715969650201
772,TTO,2007,EJ Index,America,Caribbean,Republic of Trinidad and Tobago,0.6388214695781516
773,TTO,2012,EJ Index,America,Caribbean,Republic of Trinidad and Tobago,0.6402631246066833
774,TTO,2017,EJ Index,America,Caribbean,Republic of Trinidad and Tobago,0.6442753775443271
775,TTO,2022,EJ Index,America,Caribbean,Republic of Trinidad and Tobago,0.646822034552158
776,TUN,2007,EJ Index,Africa,Northern Africa,Republic of Tunisia,0.7072828097267997
777,TUN,2012,EJ Index,Africa,Northern Africa,Republic of Tunisia,0.7082187335673502
778,TUN,2017,EJ Index,Africa,Northern Africa,Republic of Tunisia,0.7095034517140733
779,TUN,2022,EJ Index,Africa,Northern Africa,Republic of Tunisia,0.6861234784807612
780,TUR,2007,EJ Index,Asia,Western Asia,Republic of Türkiye,0.7235945428464423
781,TUR,2012,EJ Index,Asia,Western Asia,Republic of Türkiye,0.7282016616897221
782,TUR,2017,EJ Index,Asia,Western Asia,Republic of Türkiye,0.726950036511324
783,TUR,2022,EJ Index,Asia,Western Asia,Republic of Türkiye,0.7271713640150697
784,TUV,2007,EJ Index,Oceania,Polynesia,Tuvalu,0.6328818281234847
785,TUV,2012,EJ Index,Oceania,Polynesia,Tuvalu,0.6322151007031398
786,TUV,2017,EJ Index,Oceania,Polynesia,Tuvalu,0.6276907230618902
787,TUV,2022,EJ Index,Oceania,Polynesia,Tuvalu,0.6363090950159769
788,TZA,2007,EJ Index,Africa,Eastern Africa,United Republic of Tanzania,0.5720680283820605
789,TZA,2012,EJ Index,Africa,Eastern Africa,United Republic of Tanzania,0.5710184452283991
790,TZA,2017,EJ Index,Africa,Eastern Africa,United Republic of Tanzania,0.5719777411963035
791,TZA,2022,EJ Index,Africa,Eastern Africa,United Republic of Tanzania,0.5790874029005743
792,UGA,2007,EJ Index,Africa,Eastern Africa,Republic of Uganda,0.5750289353952189
793,UGA,2012,EJ Index,Africa,Eastern Africa,Republic of Uganda,0.5777719681092526
794,UGA,2017,EJ Index,Africa,Eastern Africa,Republic of Uganda,0.5777790704480998
795,UGA,2022,EJ Index,Africa,Eastern Africa,Republic of Uganda,0.5916176821011383
796,UKR,2007,EJ Index,Europe,Eastern Europe,Ukraine,0.7138685161772018
797,UKR,2012,EJ Index,Europe,Eastern Europe,Ukraine,0.7206154607967996
798,UKR,2017,EJ Index,Europe,Eastern Europe,Ukraine,0.7165699464988232
799,UKR,2022,EJ Index,Europe,Eastern Europe,Ukraine,0.698698419477035
800,URY,2007,EJ Index,America,South America,Oriental Republic of Uruguay,0.7029138453958853
801,URY,2012,EJ Index,America,South America,Oriental Republic of Uruguay,0.706966859405392
802,URY,2017,EJ Index,America,South America,Oriental Republic of Uruguay,0.7147546256780747
803,URY,2022,EJ Index,America,South America,Oriental Republic of Uruguay,0.7157379380608505
804,USA,2007,EJ Index,America,Northern America,United States of America,0.6915717117477069
805,USA,2012,EJ Index,America,Northern America,United States of America,0.7187978952797336
806,USA,2017,EJ Index,America,Northern America,United States of America,0.7083994059717372
807,USA,2022,EJ Index,America,Northern America,United States of America,0.6856506326605019
808,UZB,2007,EJ Index,Asia,Central Asia,Republic of Uzbekistan,0.727475079444234
809,UZB,2012,EJ Index,Asia,Central Asia,Republic of Uzbekistan,0.7468505633351353
810,UZB,2017,EJ Index,Asia,Central Asia,Republic of Uzbekistan,0.7594094877391773
811,UZB,2022,EJ Index,Asia,Central Asia,Republic of Uzbekistan,0.7602904742273003
812,VCT,2007,EJ Index,America,Caribbean,Saint Vincent and the Grenadines,0.7285337479655704
813,VCT,2012,EJ Index,America,Caribbean,Saint Vincent and the Grenadines,0.7287525140063924
814,VCT,2017,EJ Index,America,Caribbean,Saint Vincent and the Grenadines,0.7110267948838611
815,VCT,2022,EJ Index,America,Caribbean,Saint Vincent and the Grenadines,0.7098380421479575
816,VEN,2007,EJ Index,America,South America,Bolivarian Republic of Venezuela,0.6518874567702498
817,VEN,2012,EJ Index,America,South America,Bolivarian Republic of Venezuela,0.6504484818875363
818,VEN,2017,EJ Index,America,South America,Bolivarian Republic of Venezuela,0.669599334533552
819,VEN,2022,EJ Index,America,South America,Bolivarian Republic of Venezuela,0.6794878469664167
820,VGB,2007,EJ Index,America,Caribbean,British Virgin Islands,0.6844836060445656
821,VGB,2012,EJ Index,America,Caribbean,British Virgin Islands,0.6877656259707078
822,VGB,2017,EJ Index,America,Caribbean,British Virgin Islands,0.6726698976673114
823,VGB,2022,EJ Index,America,Caribbean,British Virgin Islands,0.6697644158081251
824,VIR,2007,EJ Index,America,Caribbean,Virgin Islands of the United States,0.6946326378228317
825,VIR,2012,EJ Index,America,Caribbean,Virgin Islands of the United States,0.6993125072113394
826,VIR,2017,EJ Index,America,Caribbean,Virgin Islands of the United States,0.6842167789079431
827,VIR,2022,EJ Index,America,Caribbean,Virgin Islands of the United States,0.6827091465111224
828,VNM,2007,EJ Index,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.6246593381658032
829,VNM,2012,EJ Index,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.6286002922410431
830,VNM,2017,EJ Index,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.6173226403871876
831,VNM,2022,EJ Index,Asia,South-eastern Asia,Socialist Republic of Vietnam,0.646234355585555
832,VUT,2007,EJ Index,Oceania,Melanesia,Republic of Vanuatu,0.5024118023232249
833,VUT,2012,EJ Index,Oceania,Melanesia,Republic of Vanuatu,0.5035913220830054
834,VUT,2017,EJ Index,Oceania,Melanesia,Republic of Vanuatu,0.5016813055724734
835,VUT,2022,EJ Index,Oceania,Melanesia,Republic of Vanuatu,0.5041350290291665
836,WSM,2007,EJ Index,Oceania,Polynesia,Independent State of Samoa,0.5972498783831172
837,WSM,2012,EJ Index,Oceania,Polynesia,Independent State of Samoa,0.6026410753359241
838,WSM,2017,EJ Index,Oceania,Polynesia,Independent State of Samoa,0.5931992698883861
839,WSM,2022,EJ Index,Oceania,Polynesia,Independent State of Samoa,0.5995818236610962
840,XKX,2007,EJ Index,Europe,Southern Europe,Republic of Kosovo,0.6963874063898601
841,XKX,2012,EJ Index,Europe,Southern Europe,Republic of Kosovo,0.7012429632961827
842,XKX,2017,EJ Index,Europe,Southern Europe,Republic of Kosovo,0.6912792524062884
843,XKX,2022,EJ Index,Europe,Southern Europe,Republic of Kosovo,0.6961399302527
844,YEM,2007,EJ Index,Asia,Western Asia,Republic of Yemen,0.5165424452060234
845,YEM,2012,EJ Index,Asia,Western Asia,Republic of Yemen,0.5195254365735256
846,YEM,2017,EJ Index,Asia,Western Asia,Republic of Yemen,0.518316838159705
847,YEM,2022,EJ Index,Asia,Western Asia,Republic of Yemen,0.5153206186480911
848,ZAF,2007,EJ Index,Africa,Southern Africa,Republic of South Africa,0.617915608192647
849,ZAF,2012,EJ Index,Africa,Southern Africa,Republic of South Africa,0.6165192844034938
850,ZAF,2017,EJ Index,Africa,Southern Africa,Republic of South Africa,0.6130659501282608
851,ZAF,2022,EJ Index,Africa,Southern Africa,Republic of South Africa,0.6322070187375546
852,ZMB,2007,EJ Index,Africa,Eastern Africa,Republic of Zambia,0.6492920096382029
853,ZMB,2012,EJ Index,Africa,Eastern Africa,Republic of Zambia,0.6489630868271294
854,ZMB,2017,EJ Index,Africa,Eastern Africa,Republic of Zambia,0.6540387873166584
855,ZMB,2022,EJ Index,Africa,Eastern Africa,Republic of Zambia,0.665693013597543
856,ZWE,2007,EJ Index,Africa,Eastern Africa,Republic of Zimbabwe,0.546467276510858
857,ZWE,2012,EJ Index,Africa,Eastern Africa,Republic of Zimbabwe,0.5466770544981052
858,ZWE,2017,EJ Index,Africa,Eastern Africa,Republic of Zimbabwe,0.5477346034898397
859,ZWE,2022,EJ Index,Africa,Eastern Africa,Republic of Zimbabwe,0.5696545772858724
